user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
329.0,2023-11-17,Standard,399.0,20.2,7.0,2.0,7.0,58.0,Yes
330.0,2024-07-20,Standard,399.0,14.3,3.0,5.0,3.0,9.0,Yes
331.0,2023-09-09,Premium,699.0,7.7,3.0,2.0,27.0,14.0,No
332.0,2024-10-19,Standard,399.0,16.5,5.0,2.0,36.0,48.0,No
333.0,2024-05-15,Premium,699.0,11.8,5.0,1.0,32.0,8.0,No
334.0,2023-03-18,Basic,199.0,24.8,0.0,4.0,35.0,2.0,No
335.0,2023-03-11,Premium,699.0,19.2,6.0,1.0,4.0,53.0,No
336.0,2024-10-15,Premium,699.0,0.7,8.0,3.0,10.0,23.0,Yes
337.0,2023-01-13,Premium,699.0,16.7,0.0,0.0,31.0,34.0,No
338.0,2024-12-15,Basic,199.0,18.2,8.0,2.0,34.0,1.0,No
339.0,2023-06-02,Premium,699.0,20.3,2.0,0.0,28.0,58.0,Yes
340.0,2023-03-22,Basic,199.0,15.7,4.0,2.0,13.0,17.0,No
341.0,2023-03-24,Standard,399.0,11.7,3.0,5.0,26.0,14.0,Yes
342.0,2024-10-14,Premium,699.0,2.8,6.0,3.0,3.0,35.0,Yes
343.0,2023-04-08,Basic,199.0,2.5,6.0,5.0,11.0,50.0,Yes
344.0,2024-12-01,Premium,699.0,6.1,7.0,2.0,3.0,2.0,No
345.0,2023-01-17,Standard,399.0,14.3,0.0,1.0,35.0,59.0,No
346.0,2023-09-04,Basic,199.0,18.9,6.0,0.0,10.0,19.0,Yes
347.0,2023-05-24,Premium,699.0,17.1,8.0,2.0,25.0,24.0,No
348.0,2023-03-19,Premium,699.0,12.8,5.0,0.0,6.0,6.0,No
349.0,2024-04-06,Standard,399.0,24.2,5.0,0.0,26.0,40.0,Yes
350.0,2024-11-07,Standard,399.0,9.2,6.0,3.0,15.0,11.0,No
351.0,2023-10-02,Standard,399.0,19.4,4.0,1.0,6.0,45.0,Yes
352.0,2023-04-20,Basic,199.0,17.9,2.0,5.0,25.0,24.0,Yes
353.0,2023-05-16,Basic,199.0,23.6,7.0,2.0,1.0,48.0,Yes
354.0,2023-01-27,Basic,199.0,11.1,8.0,4.0,12.0,32.0,Yes
355.0,2024-02-02,Basic,199.0,14.1,5.0,3.0,23.0,0.0,Yes
356.0,2024-01-25,Basic,199.0,22.7,3.0,4.0,36.0,33.0,Yes
357.0,2024-03-21,Basic,199.0,7.1,4.0,3.0,9.0,9.0,Yes
358.0,2024-10-02,Standard,399.0,7.8,1.0,2.0,27.0,16.0,No
359.0,2023-12-07,Standard,399.0,11.7,2.0,2.0,13.0,0.0,No
360.0,2024-10-28,Premium,699.0,20.2,5.0,3.0,25.0,21.0,Yes
361.0,2024-02-12,Premium,699.0,7.9,3.0,3.0,9.0,20.0,Yes
362.0,2024-01-21,Standard,399.0,18.5,7.0,4.0,19.0,50.0,Yes
363.0,2024-07-17,Standard,399.0,9.4,3.0,4.0,26.0,34.0,Yes
364.0,2024-12-10,Basic,199.0,23.6,3.0,3.0,30.0,51.0,Yes
365.0,2024-11-05,Basic,199.0,17.0,2.0,5.0,27.0,19.0,Yes
366.0,2024-02-15,Basic,199.0,19.8,1.0,3.0,28.0,38.0,Yes
367.0,2024-01-04,Premium,699.0,23.1,6.0,4.0,33.0,2.0,No
368.0,2024-11-11,Premium,699.0,15.0,1.0,0.0,35.0,49.0,Yes
369.0,2024-02-14,Standard,399.0,16.4,0.0,4.0,11.0,41.0,No
370.0,2024-06-15,Standard,399.0,3.1,1.0,2.0,28.0,14.0,Yes
371.0,2024-12-08,Premium,699.0,11.4,6.0,3.0,15.0,49.0,Yes
372.0,2023-03-29,Premium,699.0,9.0,0.0,3.0,10.0,6.0,Yes
373.0,2024-05-09,Basic,199.0,9.0,5.0,3.0,10.0,50.0,Yes
374.0,2024-12-28,Standard,399.0,2.9,7.0,2.0,31.0,4.0,Yes
375.0,2023-09-07,Basic,199.0,21.3,1.0,5.0,2.0,51.0,Yes
376.0,2023-08-26,Premium,699.0,14.0,5.0,4.0,12.0,27.0,No
377.0,2023-07-22,Standard,399.0,5.1,6.0,3.0,12.0,1.0,No
378.0,2023-03-06,Standard,399.0,10.0,3.0,1.0,28.0,17.0,No
379.0,2024-04-13,Premium,699.0,20.1,8.0,1.0,7.0,23.0,Yes
380.0,2024-02-02,Basic,199.0,16.9,7.0,4.0,17.0,40.0,Yes
381.0,2023-06-26,Premium,699.0,14.9,5.0,2.0,26.0,54.0,Yes
382.0,2023-09-02,Premium,699.0,23.0,1.0,5.0,20.0,8.0,Yes
383.0,2023-05-22,Standard,399.0,5.0,2.0,4.0,8.0,24.0,Yes
384.0,2024-10-22,Premium,699.0,10.9,7.0,5.0,25.0,34.0,Yes
385.0,2024-04-06,Basic,199.0,4.6,4.0,1.0,36.0,11.0,Yes
386.0,2024-01-29,Premium,699.0,21.7,0.0,3.0,4.0,8.0,Yes
387.0,2024-03-30,Premium,699.0,16.5,6.0,5.0,33.0,31.0,Yes
388.0,2023-08-19,Standard,399.0,2.5,0.0,1.0,11.0,18.0,Yes
389.0,2024-05-22,Premium,699.0,4.6,7.0,4.0,19.0,47.0,Yes
390.0,2024-01-11,Premium,699.0,3.3,1.0,2.0,33.0,49.0,Yes
391.0,2023-04-15,Premium,699.0,19.1,7.0,4.0,3.0,13.0,No
392.0,2023-03-31,Premium,699.0,7.8,0.0,3.0,16.0,16.0,Yes
393.0,2024-12-06,Standard,399.0,19.5,3.0,1.0,8.0,51.0,No
394.0,2023-03-02,Standard,399.0,4.6,2.0,1.0,28.0,52.0,Yes
395.0,2023-10-27,Premium,699.0,13.5,8.0,1.0,23.0,20.0,No
396.0,2024-02-26,Standard,399.0,23.8,8.0,5.0,18.0,52.0,Yes
397.0,2023-05-30,Basic,199.0,21.7,2.0,5.0,18.0,55.0,Yes
398.0,2023-10-03,Premium,699.0,20.8,6.0,3.0,21.0,9.0,No
399.0,2023-04-06,Premium,699.0,9.7,1.0,5.0,27.0,50.0,No
400.0,2024-08-18,Standard,399.0,18.9,5.0,3.0,33.0,60.0,Yes
401.0,2023-03-06,Basic,199.0,18.4,7.0,5.0,6.0,42.0,Yes
402.0,2023-10-18,Premium,699.0,5.8,6.0,1.0,26.0,31.0,Yes
403.0,2023-02-19,Standard,399.0,14.7,7.0,2.0,36.0,57.0,Yes
404.0,2023-06-11,Basic,199.0,15.8,7.0,0.0,7.0,7.0,No
405.0,2024-10-27,Standard,399.0,0.5,6.0,1.0,30.0,44.0,No
406.0,2023-03-26,Standard,399.0,21.9,4.0,0.0,11.0,41.0,Yes
407.0,2024-03-15,Standard,399.0,1.8,4.0,5.0,11.0,44.0,Yes
408.0,2024-08-30,Premium,699.0,17.7,0.0,1.0,6.0,30.0,Yes
409.0,2023-05-04,Basic,199.0,17.2,0.0,0.0,34.0,44.0,Yes
410.0,2023-04-15,Standard,399.0,12.2,3.0,3.0,9.0,5.0,No
411.0,2023-05-17,Basic,199.0,9.5,4.0,1.0,21.0,24.0,No
412.0,2023-12-26,Premium,699.0,2.2,0.0,4.0,10.0,41.0,Yes
413.0,2023-08-11,Premium,699.0,15.9,2.0,3.0,14.0,39.0,No
414.0,2024-03-15,Basic,199.0,3.9,1.0,4.0,7.0,46.0,Yes
415.0,2024-09-14,Standard,399.0,6.6,1.0,1.0,9.0,35.0,No
416.0,2023-07-13,Standard,399.0,21.3,4.0,1.0,2.0,33.0,No
417.0,2023-09-04,Premium,699.0,7.7,0.0,1.0,26.0,31.0,No
418.0,2024-02-01,Standard,399.0,13.4,0.0,2.0,5.0,59.0,Yes
419.0,2024-08-24,Premium,699.0,9.5,2.0,3.0,27.0,49.0,Yes
420.0,2024-06-02,Basic,199.0,6.9,0.0,0.0,1.0,60.0,No
421.0,2024-07-03,Standard,399.0,19.3,6.0,5.0,33.0,25.0,Yes
422.0,2023-06-09,Premium,699.0,7.3,4.0,0.0,10.0,32.0,No
423.0,2023-09-02,Premium,699.0,10.1,1.0,2.0,21.0,44.0,Yes
424.0,2023-02-26,Basic,199.0,2.6,6.0,0.0,16.0,29.0,Yes
425.0,2023-12-22,Standard,399.0,3.4,2.0,5.0,12.0,0.0,Yes
426.0,2023-10-03,Premium,699.0,19.7,4.0,1.0,34.0,23.0,Yes
427.0,2024-06-20,Premium,699.0,19.4,0.0,2.0,8.0,51.0,Yes
428.0,2023-02-26,Basic,199.0,18.0,1.0,3.0,17.0,29.0,Yes
429.0,2023-04-29,Standard,399.0,9.5,4.0,0.0,11.0,57.0,No
430.0,2024-01-28,Basic,199.0,0.6,0.0,1.0,33.0,2.0,No
431.0,2024-11-02,Basic,199.0,23.3,0.0,4.0,12.0,51.0,No
432.0,2023-03-21,Standard,399.0,8.4,6.0,5.0,15.0,20.0,Yes
433.0,2023-02-17,Premium,699.0,3.4,0.0,1.0,24.0,14.0,No
434.0,2024-04-12,Standard,399.0,22.0,4.0,2.0,5.0,20.0,Yes
435.0,2024-01-13,Basic,199.0,5.4,4.0,5.0,24.0,39.0,Yes
436.0,2023-09-09,Premium,699.0,24.9,3.0,5.0,32.0,57.0,Yes
437.0,2024-12-11,Basic,199.0,23.3,0.0,1.0,1.0,34.0,Yes
438.0,2023-07-30,Basic,199.0,0.5,6.0,5.0,22.0,46.0,Yes
439.0,2023-02-14,Premium,699.0,10.8,0.0,1.0,16.0,45.0,Yes
440.0,2023-04-08,Basic,199.0,10.6,5.0,3.0,34.0,47.0,Yes
441.0,2024-03-21,Premium,699.0,16.1,6.0,0.0,9.0,37.0,No
442.0,2024-12-18,Premium,699.0,6.3,4.0,2.0,9.0,59.0,No
443.0,2023-05-20,Premium,699.0,8.3,4.0,1.0,21.0,4.0,No
444.0,2023-05-04,Premium,699.0,4.3,2.0,3.0,7.0,29.0,Yes
445.0,2023-05-03,Premium,699.0,24.1,3.0,3.0,23.0,19.0,No
446.0,2023-08-09,Basic,199.0,20.3,4.0,5.0,11.0,44.0,Yes
447.0,2024-11-24,Standard,399.0,2.7,3.0,2.0,10.0,25.0,Yes
448.0,2024-04-08,Standard,399.0,20.6,2.0,0.0,17.0,60.0,No
449.0,2023-05-05,Premium,699.0,6.6,7.0,0.0,36.0,51.0,No
450.0,2024-01-17,Basic,199.0,20.8,3.0,1.0,4.0,12.0,No
451.0,2023-07-22,Premium,699.0,14.8,4.0,0.0,6.0,1.0,No
452.0,2024-04-17,Premium,699.0,20.3,1.0,2.0,29.0,7.0,Yes
453.0,2024-01-27,Basic,199.0,23.1,6.0,5.0,11.0,25.0,Yes
454.0,2023-06-02,Premium,699.0,4.7,3.0,1.0,28.0,17.0,Yes
455.0,2023-03-04,Basic,199.0,16.4,7.0,3.0,16.0,56.0,Yes
456.0,2024-06-22,Basic,199.0,9.9,6.0,1.0,18.0,41.0,No
457.0,2024-05-11,Basic,199.0,20.0,6.0,5.0,35.0,22.0,Yes
458.0,2023-08-13,Standard,399.0,8.4,4.0,1.0,33.0,1.0,No
459.0,2023-08-27,Basic,199.0,1.9,7.0,4.0,18.0,22.0,Yes
460.0,2023-02-27,Basic,199.0,6.6,3.0,2.0,7.0,34.0,No
461.0,2024-12-15,Basic,199.0,9.2,2.0,1.0,25.0,15.0,No
462.0,2023-07-12,Standard,399.0,17.7,5.0,4.0,2.0,36.0,Yes
463.0,2024-09-08,Standard,399.0,8.1,7.0,0.0,35.0,5.0,Yes
464.0,2023-05-14,Basic,199.0,13.4,0.0,2.0,2.0,58.0,No
465.0,2024-12-22,Standard,399.0,23.0,5.0,0.0,12.0,1.0,Yes
466.0,2024-11-09,Basic,199.0,21.2,5.0,0.0,8.0,23.0,No
467.0,2024-03-23,Standard,399.0,8.7,5.0,1.0,7.0,10.0,No
468.0,2024-09-20,Premium,699.0,16.4,2.0,5.0,32.0,35.0,No
469.0,2023-10-29,Standard,399.0,16.8,2.0,3.0,15.0,19.0,No
470.0,2023-11-22,Basic,199.0,18.4,6.0,4.0,12.0,2.0,Yes
471.0,2023-03-21,Premium,699.0,16.2,1.0,3.0,15.0,9.0,Yes
472.0,2024-12-26,Basic,199.0,24.6,2.0,5.0,23.0,56.0,No
473.0,2023-12-25,Premium,699.0,11.4,4.0,1.0,22.0,15.0,No
474.0,2023-06-20,Standard,399.0,18.2,0.0,3.0,7.0,28.0,No
475.0,2024-05-05,Standard,399.0,22.1,5.0,4.0,32.0,24.0,Yes
476.0,2023-09-25,Premium,699.0,4.5,1.0,0.0,15.0,18.0,Yes
477.0,2023-04-06,Basic,199.0,8.9,6.0,1.0,5.0,46.0,Yes
478.0,2024-03-20,Standard,399.0,17.8,6.0,5.0,31.0,10.0,No
479.0,2024-07-07,Basic,199.0,3.0,3.0,1.0,4.0,26.0,No
480.0,2024-05-17,Standard,399.0,7.8,1.0,0.0,19.0,25.0,No
481.0,2024-10-02,Basic,199.0,9.3,6.0,0.0,4.0,18.0,No
482.0,2023-03-25,Premium,699.0,5.4,0.0,1.0,31.0,10.0,No
483.0,2023-09-29,Standard,399.0,8.1,6.0,3.0,8.0,31.0,No
484.0,2023-02-15,Basic,199.0,10.0,5.0,3.0,35.0,23.0,Yes
485.0,2024-12-14,Standard,399.0,11.9,3.0,2.0,29.0,36.0,Yes
486.0,2024-08-26,Premium,699.0,2.6,5.0,4.0,7.0,26.0,Yes
487.0,2024-12-04,Basic,199.0,2.0,6.0,4.0,36.0,26.0,Yes
488.0,2023-02-05,Standard,399.0,12.2,1.0,3.0,16.0,57.0,No
489.0,2023-06-27,Premium,699.0,20.1,2.0,0.0,34.0,60.0,No
490.0,2024-11-30,Basic,199.0,20.3,2.0,0.0,14.0,27.0,Yes
491.0,2023-03-10,Standard,399.0,24.9,2.0,4.0,13.0,16.0,Yes
492.0,2024-04-14,Basic,199.0,14.1,8.0,2.0,25.0,54.0,Yes
493.0,2024-08-25,Basic,199.0,19.7,1.0,3.0,34.0,9.0,Yes
494.0,2023-12-19,Premium,699.0,23.2,1.0,2.0,7.0,55.0,Yes
495.0,2023-06-26,Standard,399.0,9.9,7.0,4.0,17.0,38.0,Yes
496.0,2023-12-06,Standard,399.0,4.0,6.0,0.0,26.0,25.0,No
497.0,2023-12-12,Premium,699.0,1.7,7.0,2.0,16.0,57.0,Yes
498.0,2023-08-22,Standard,399.0,7.4,7.0,5.0,20.0,43.0,Yes
499.0,2024-09-11,Basic,199.0,24.4,7.0,2.0,20.0,17.0,No
500.0,2024-06-12,Premium,699.0,5.1,3.0,3.0,6.0,47.0,Yes
501.0,2024-02-18,Standard,399.0,13.1,2.0,0.0,4.0,19.0,No
502.0,2023-07-25,Basic,199.0,22.0,0.0,1.0,34.0,12.0,No
503.0,2024-01-13,Basic,199.0,1.3,0.0,2.0,16.0,45.0,Yes
504.0,2024-05-15,Standard,399.0,10.2,1.0,5.0,33.0,1.0,Yes
505.0,2023-06-17,Premium,699.0,4.9,7.0,4.0,29.0,35.0,Yes
506.0,2023-08-08,Standard,399.0,7.5,6.0,0.0,6.0,10.0,No
507.0,2024-11-29,Basic,199.0,17.1,4.0,5.0,15.0,26.0,Yes
508.0,2023-09-16,Basic,199.0,22.8,2.0,4.0,31.0,51.0,Yes
509.0,2023-12-24,Premium,699.0,18.0,4.0,3.0,20.0,57.0,Yes
510.0,2024-02-11,Standard,399.0,5.8,4.0,5.0,17.0,33.0,No
511.0,2023-10-17,Premium,699.0,0.7,5.0,4.0,7.0,41.0,Yes
512.0,2023-10-11,Standard,399.0,12.3,5.0,2.0,7.0,40.0,Yes
513.0,2024-09-06,Standard,399.0,5.1,8.0,1.0,20.0,57.0,Yes
514.0,2023-09-23,Standard,399.0,17.2,0.0,5.0,21.0,31.0,No
515.0,2023-07-14,Standard,399.0,10.0,0.0,4.0,26.0,45.0,No
516.0,2023-06-24,Standard,399.0,17.3,7.0,5.0,15.0,22.0,Yes
517.0,2024-07-26,Premium,699.0,4.9,1.0,3.0,36.0,8.0,No
518.0,2023-11-11,Basic,199.0,16.5,3.0,2.0,22.0,14.0,No
519.0,2023-02-24,Standard,399.0,9.6,4.0,3.0,22.0,54.0,Yes
520.0,2024-01-26,Premium,699.0,12.1,3.0,4.0,5.0,7.0,No
521.0,2024-08-06,Premium,699.0,10.6,2.0,1.0,20.0,12.0,No
522.0,2023-07-01,Standard,399.0,8.3,2.0,0.0,10.0,31.0,Yes
523.0,2024-08-13,Standard,399.0,0.6,4.0,1.0,4.0,48.0,No
524.0,2024-03-15,Basic,199.0,19.7,1.0,1.0,32.0,39.0,No
525.0,2024-01-18,Standard,399.0,24.2,6.0,0.0,28.0,2.0,No
526.0,2024-10-03,Basic,199.0,19.0,8.0,1.0,21.0,1.0,No
527.0,2024-05-30,Premium,699.0,6.0,5.0,2.0,16.0,8.0,Yes
528.0,2024-06-16,Premium,699.0,4.6,0.0,2.0,20.0,60.0,Yes
529.0,2023-07-12,Premium,699.0,8.8,2.0,2.0,34.0,57.0,Yes
530.0,2023-01-23,Basic,199.0,1.0,3.0,5.0,26.0,8.0,Yes
531.0,2024-01-20,Premium,699.0,4.6,5.0,5.0,33.0,41.0,Yes
532.0,2024-10-31,Premium,699.0,19.4,0.0,4.0,17.0,3.0,No
533.0,2023-09-16,Basic,199.0,17.4,6.0,3.0,4.0,24.0,Yes
534.0,2024-11-09,Standard,399.0,5.5,0.0,2.0,10.0,26.0,No
535.0,2024-06-07,Premium,699.0,15.8,2.0,3.0,18.0,53.0,No
536.0,2023-09-27,Premium,699.0,7.4,1.0,3.0,8.0,12.0,No
537.0,2024-05-23,Premium,699.0,9.3,6.0,2.0,13.0,10.0,Yes
538.0,2023-04-24,Basic,199.0,8.6,0.0,0.0,31.0,42.0,Yes
539.0,2023-04-14,Premium,699.0,4.2,1.0,4.0,32.0,4.0,No
540.0,2023-06-28,Standard,399.0,11.7,4.0,2.0,15.0,29.0,Yes
541.0,2023-02-16,Basic,199.0,9.3,5.0,3.0,19.0,47.0,Yes
542.0,2024-09-28,Basic,199.0,16.8,2.0,2.0,9.0,22.0,No
543.0,2024-04-12,Standard,399.0,9.6,5.0,1.0,6.0,7.0,No
544.0,2023-06-20,Standard,399.0,17.4,7.0,3.0,25.0,41.0,No
545.0,2024-08-27,Basic,199.0,17.6,0.0,1.0,9.0,6.0,No
546.0,2024-12-01,Standard,399.0,4.9,6.0,2.0,29.0,39.0,Yes
547.0,2023-02-17,Premium,699.0,12.3,7.0,0.0,9.0,56.0,Yes
548.0,2024-08-13,Basic,199.0,16.5,0.0,5.0,17.0,55.0,No
549.0,2024-09-25,Premium,699.0,24.5,5.0,4.0,15.0,33.0,Yes
550.0,2024-10-18,Basic,199.0,16.7,3.0,3.0,28.0,22.0,No
551.0,2023-06-10,Standard,399.0,21.1,8.0,4.0,10.0,3.0,Yes
552.0,2023-09-04,Premium,699.0,21.4,2.0,0.0,31.0,48.0,No
553.0,2023-08-29,Standard,399.0,1.7,3.0,4.0,18.0,41.0,Yes
554.0,2023-11-20,Basic,199.0,11.4,7.0,0.0,30.0,54.0,Yes
555.0,2024-07-24,Basic,199.0,18.8,0.0,0.0,32.0,25.0,No
556.0,2024-11-18,Premium,699.0,20.7,4.0,4.0,1.0,35.0,Yes
557.0,2024-07-27,Standard,399.0,9.4,0.0,1.0,22.0,54.0,No
558.0,2024-11-05,Premium,699.0,18.1,5.0,5.0,31.0,28.0,Yes
559.0,2023-04-19,Basic,199.0,8.9,4.0,4.0,1.0,33.0,Yes
560.0,2023-07-12,Basic,199.0,12.6,6.0,0.0,11.0,16.0,No
561.0,2024-02-29,Basic,199.0,5.8,3.0,5.0,26.0,21.0,Yes
562.0,2024-05-31,Basic,199.0,19.4,7.0,3.0,8.0,42.0,Yes
563.0,2024-08-22,Basic,199.0,0.6,0.0,4.0,32.0,59.0,Yes
564.0,2023-05-12,Standard,399.0,19.6,2.0,5.0,33.0,37.0,Yes
565.0,2024-09-15,Basic,199.0,16.6,5.0,4.0,25.0,56.0,Yes
566.0,2023-05-22,Premium,699.0,7.2,5.0,2.0,16.0,28.0,No
567.0,2024-07-20,Standard,399.0,7.8,8.0,2.0,33.0,45.0,Yes
568.0,2023-05-16,Premium,699.0,5.4,4.0,5.0,14.0,22.0,No
569.0,2024-07-29,Premium,699.0,12.8,5.0,5.0,12.0,7.0,No
570.0,2023-01-14,Standard,399.0,17.0,8.0,2.0,27.0,56.0,No
571.0,2023-10-01,Premium,699.0,1.1,2.0,0.0,7.0,42.0,Yes
572.0,2023-07-28,Basic,199.0,17.2,2.0,0.0,19.0,44.0,No
573.0,2024-07-29,Premium,699.0,9.3,7.0,0.0,3.0,39.0,No
574.0,2023-02-18,Basic,199.0,10.0,8.0,5.0,36.0,18.0,No
575.0,2023-09-15,Standard,399.0,10.7,5.0,4.0,25.0,3.0,Yes
576.0,2023-07-21,Basic,199.0,20.8,5.0,4.0,29.0,34.0,Yes
577.0,2023-06-27,Premium,699.0,7.7,2.0,5.0,13.0,4.0,Yes
578.0,2023-05-14,Premium,699.0,3.4,0.0,3.0,33.0,17.0,Yes
579.0,2023-06-07,Basic,199.0,0.6,7.0,5.0,17.0,59.0,Yes
580.0,2024-01-02,Standard,399.0,19.5,4.0,3.0,4.0,50.0,Yes
581.0,2023-06-13,Basic,199.0,13.4,2.0,4.0,21.0,4.0,No
582.0,2024-11-10,Standard,399.0,13.7,1.0,2.0,35.0,14.0,No
583.0,2024-07-28,Standard,399.0,9.3,3.0,4.0,22.0,33.0,Yes
584.0,2024-09-20,Premium,699.0,3.3,5.0,3.0,1.0,15.0,No
585.0,2023-04-27,Premium,699.0,24.0,5.0,3.0,16.0,58.0,No
586.0,2024-01-19,Standard,399.0,13.7,4.0,0.0,17.0,58.0,No
587.0,2023-11-25,Premium,699.0,11.4,0.0,2.0,33.0,57.0,No
588.0,2023-03-09,Premium,699.0,23.7,2.0,4.0,6.0,34.0,Yes
589.0,2024-12-20,Basic,199.0,21.7,6.0,0.0,14.0,13.0,No
590.0,2024-04-15,Premium,699.0,16.3,1.0,5.0,28.0,43.0,Yes
591.0,2024-07-25,Premium,699.0,1.4,1.0,0.0,22.0,11.0,No
592.0,2024-03-19,Basic,199.0,22.8,6.0,3.0,15.0,28.0,Yes
593.0,2024-09-25,Standard,399.0,10.0,1.0,4.0,2.0,0.0,No
594.0,2023-10-24,Basic,199.0,17.7,1.0,2.0,3.0,59.0,Yes
595.0,2024-11-07,Premium,699.0,15.4,4.0,3.0,20.0,24.0,Yes
596.0,2024-07-12,Basic,199.0,4.3,3.0,1.0,31.0,47.0,Yes
597.0,2023-05-25,Standard,399.0,7.8,5.0,0.0,10.0,35.0,No
598.0,2023-11-09,Basic,199.0,0.6,6.0,4.0,3.0,35.0,Yes
599.0,2024-09-23,Basic,199.0,5.7,8.0,1.0,23.0,10.0,Yes
600.0,2023-03-16,Standard,399.0,3.3,0.0,4.0,13.0,29.0,Yes
601.0,2023-12-05,Standard,399.0,6.6,3.0,5.0,5.0,37.0,Yes
602.0,2023-07-18,Standard,399.0,16.9,3.0,0.0,9.0,18.0,No
603.0,2024-08-03,Standard,399.0,11.5,4.0,5.0,32.0,37.0,Yes
604.0,2023-08-15,Standard,399.0,24.0,2.0,0.0,21.0,20.0,No
605.0,2024-05-06,Premium,699.0,7.3,5.0,1.0,28.0,43.0,No
606.0,2024-10-23,Standard,399.0,9.3,4.0,3.0,29.0,35.0,Yes
607.0,2024-10-03,Premium,699.0,21.1,2.0,4.0,6.0,12.0,Yes
608.0,2024-08-15,Basic,199.0,22.4,8.0,5.0,5.0,1.0,No
609.0,2024-07-06,Standard,399.0,22.7,8.0,2.0,14.0,34.0,No
610.0,2023-05-18,Standard,399.0,9.5,3.0,4.0,10.0,46.0,No
611.0,2023-09-02,Standard,399.0,13.0,6.0,2.0,33.0,32.0,Yes
612.0,2024-08-02,Premium,699.0,19.1,2.0,3.0,11.0,10.0,Yes
613.0,2024-05-14,Premium,699.0,18.5,7.0,2.0,10.0,2.0,Yes
614.0,2024-01-05,Basic,199.0,7.0,3.0,0.0,5.0,42.0,Yes
615.0,2024-12-21,Standard,399.0,23.0,0.0,0.0,31.0,41.0,Yes
616.0,2024-01-21,Premium,699.0,21.0,4.0,4.0,18.0,34.0,Yes
617.0,2023-08-17,Premium,699.0,9.4,1.0,4.0,25.0,16.0,No
618.0,2024-09-10,Premium,699.0,9.1,5.0,3.0,26.0,50.0,Yes
619.0,2024-10-20,Basic,199.0,22.1,7.0,1.0,33.0,14.0,Yes
620.0,2023-05-02,Standard,399.0,4.2,2.0,2.0,14.0,38.0,Yes
621.0,2024-05-05,Premium,699.0,10.7,5.0,5.0,15.0,7.0,Yes
622.0,2024-08-10,Standard,399.0,15.0,6.0,0.0,14.0,15.0,Yes
623.0,2023-02-27,Premium,699.0,3.8,8.0,0.0,11.0,57.0,Yes
624.0,2024-10-14,Basic,199.0,23.1,8.0,3.0,17.0,38.0,No
625.0,2024-05-08,Basic,199.0,23.7,3.0,3.0,19.0,38.0,No
626.0,2024-09-30,Basic,199.0,20.8,2.0,4.0,15.0,52.0,No
627.0,2023-08-24,Premium,699.0,7.0,5.0,3.0,33.0,38.0,Yes
628.0,2024-05-31,Standard,399.0,3.7,0.0,1.0,25.0,33.0,No
629.0,2024-09-06,Premium,699.0,20.7,1.0,1.0,27.0,30.0,No
630.0,2024-09-09,Basic,199.0,12.8,1.0,0.0,35.0,30.0,No
631.0,2023-02-14,Premium,699.0,22.5,6.0,4.0,1.0,26.0,Yes
632.0,2024-12-14,Premium,699.0,11.0,7.0,3.0,34.0,22.0,Yes
633.0,2023-03-27,Premium,699.0,10.9,4.0,3.0,7.0,49.0,Yes
634.0,2023-01-08,Standard,399.0,10.5,3.0,0.0,35.0,45.0,No
635.0,2023-11-20,Premium,699.0,3.4,0.0,3.0,34.0,41.0,Yes
636.0,2024-07-02,Standard,399.0,3.1,6.0,5.0,24.0,37.0,Yes
637.0,2024-07-24,Standard,399.0,15.5,6.0,1.0,24.0,26.0,No
638.0,2024-08-14,Standard,399.0,9.6,8.0,3.0,12.0,16.0,No
639.0,2024-12-17,Standard,399.0,18.5,1.0,5.0,26.0,14.0,No
640.0,2024-12-14,Basic,199.0,5.8,6.0,2.0,7.0,51.0,Yes
641.0,2024-09-06,Premium,699.0,4.4,0.0,0.0,4.0,52.0,Yes
642.0,2024-01-29,Standard,399.0,2.1,3.0,2.0,6.0,5.0,No
643.0,2023-01-11,Standard,399.0,7.5,0.0,1.0,34.0,40.0,No
644.0,2023-08-26,Basic,199.0,7.5,0.0,4.0,34.0,32.0,Yes
645.0,2023-06-11,Premium,699.0,17.0,5.0,1.0,11.0,41.0,Yes
646.0,2023-07-25,Basic,199.0,19.6,5.0,5.0,18.0,25.0,Yes
647.0,2024-07-26,Premium,699.0,18.6,1.0,0.0,1.0,35.0,Yes
648.0,2024-04-10,Premium,699.0,9.0,4.0,1.0,23.0,38.0,No
649.0,2024-05-30,Standard,399.0,6.9,6.0,4.0,1.0,6.0,No
650.0,2024-08-11,Standard,399.0,23.7,8.0,2.0,22.0,56.0,Yes
651.0,2024-04-14,Standard,399.0,24.2,7.0,1.0,29.0,48.0,Yes
652.0,2024-01-27,Premium,699.0,22.5,0.0,3.0,30.0,7.0,Yes
653.0,2024-06-12,Premium,699.0,17.1,3.0,2.0,15.0,26.0,No
654.0,2024-11-20,Premium,699.0,17.7,4.0,1.0,1.0,18.0,Yes
655.0,2024-08-10,Premium,699.0,2.4,2.0,3.0,22.0,20.0,Yes
656.0,2023-09-05,Standard,399.0,23.7,3.0,3.0,12.0,47.0,Yes
657.0,2023-04-20,Standard,399.0,6.1,3.0,4.0,14.0,22.0,Yes
658.0,2024-07-08,Basic,199.0,17.1,7.0,4.0,6.0,0.0,No
